0.009582
0.009582
0(378467)::	9:0.018546	7:0.009790	
899(365862)::	7:0.030061	3:0.009958	
900(94546)::	6:0.039657	
901(78425)::	6:0.025986	
902(78423)::	6:0.021893	
903(276399)::	6:0.052480	
904(73812)::	6:0.012279	
905(267865)::	6:0.035017	
906(187471)::	6:0.026330	
907(309962)::	6:0.044149	
908(163235)::	6:0.035107	
909(448917)::	6:0.061745	
910(364711)::	7:0.020088	
911(457605)::	7:0.014851	
912(150215)::	7:0.025299	
913(457609)::	7:0.020088	
914(123031)::	7:0.036098	
915(62086)::	7:0.013853	
916(340188)::	7:0.035591	
917(155951)::	7:0.003907	
918(221293)::	7:0.019595	
919(20258)::	7:0.046447	
920(485291)::	7:0.015803	11:0.037919	
921(345733)::	7:0.030889	
922(485296)::	7:0.025643	
923(535435)::	7:0.046543	
924(485287)::	7:0.030867	
925(20265)::	7:0.041249	
926(193804)::	7:0.030875	
927(508170)::	7:0.020071	
928(73158)::	7:0.025745	
929(175089)::	6:0.004277	
930(313206)::	6:0.092545	
931(175088)::	6:0.016938	
932(519960)::	6:0.021642	
933(313207)::	6:0.012884	
934(278436)::	6:0.012663	
935(290483)::	4:0.037153	
936(483427)::	4:0.053799	
937(483435)::	4:0.037520	
938(245371)::	4:0.004937	6:0.004075	
939(483433)::	4:0.026662	
940(483431)::	4:0.026705	
941(65437)::	4:0.075270	
942(483422)::	4:0.059323	
943(156650)::	4:0.063950	
944(307344)::	4:0.113788	
945(507050)::	4:0.026098	
946(198146)::	4:0.026816	
947(573)::	4:0.010528	
948(449074)::	4:0.047934	
949(335020)::	4:0.026161	
950(470519)::	4:0.037493	
951(416913)::	4:0.016000	
952(507068)::	4:0.021283	
953(474486)::	4:0.005144	
954(474487)::	4:0.005144	
955(8693)::	4:0.010374	
956(175080)::	6:0.004277	
957(129189)::	9:0.033228	
958(544582)::	9:0.042113	
959(548065)::	9:0.028368	
960(58989)::	9:0.023688	
961(410213)::	9:0.014071	
962(106663)::	9:0.023616	
963(529963)::	9:0.072130	
964(111187)::	9:0.018855	
965(178654)::	6:0.017367	
966(345113)::	6:0.021688	
967(9733)::	6:0.039610	
968(178652)::	6:0.048397	
969(178656)::	6:0.039496	
970(44423)::	7:0.020295	
971(46066)::	7:0.025271	
972(237234)::	7:0.035890	
973(286973)::	7:0.030669	
974(286968)::	7:0.025493	
975(29768)::	9:0.023600	
976(51708)::	9:0.023559	
977(103081)::	9:0.028388	
978(381420)::	9:0.028512	
979(81509)::	9:0.018706	
980(98815)::	9:0.047795	
981(29763)::	6:0.016770	
982(56075)::	6:0.008135	
983(363596)::	6:0.012320	
984(27274)::	6:0.052119	
985(44428)::	4:0.009582	
986(53953)::	4:0.008861	
987(371051)::	4:0.031189	
988(1177)::	8:0.004210	4:0.010453	
989(298945)::	4:0.075343	
990(118451)::	4:0.031457	
991(224493)::	8:0.066310	
992(1175)::	6:0.017146	
993(188902)::	6:0.021392	
994(15426)::	6:0.030006	
995(536049)::	6:0.026055	
996(61064)::	6:0.021610	
997(340291)::	9:0.023605	
998(216645)::	8:0.043105	9:0.135668	
999(188314)::	9:0.023328	
1000(496042)::	9:0.047883	
1001(539604)::	9:0.028144	
1002(185431)::	9:0.014061	
1003(433888)::	4:0.032008	
1004(171627)::	4:0.021030	3:0.005213	
1005(386582)::	4:0.037423	
1006(453283)::	4:0.037417	
1007(439486)::	4:0.032036	
1008(435707)::	4:0.032035	
1009(386122)::	4:0.032036	
1010(340297)::	6:0.017174	
1011(148680)::	6:0.021534	
1012(233403)::	6:0.030387	
1013(165495)::	6:0.030227	
1014(22204)::	6:0.021608	
1015(1170)::	3:0.036939	
1016(430801)::	11:0.002187	3:0.030855	
1017(85497)::	11:0.047907	3:0.046602	
1018(249349)::	3:0.026261	
1019(89812)::	3:0.031927	11:0.017946	
1020(21218)::	3:0.036938	
1021(142211)::	3:0.036789	
1022(307419)::	3:0.031605	
1023(433884)::	7:0.017521	
1024(66180)::	7:0.004184	
1025(96512)::	7:0.019540	
1026(386125)::	4:0.004490	7:0.004184	
1027(430987)::	7:0.004184	
1028(339887)::	7:0.020569	
1029(543220)::	7:0.056875	
1030(547146)::	7:0.051649	
1031(125299)::	7:0.046365	
1032(547551)::	7:0.046372	
1033(23505)::	6:0.003745	
1034(514053)::	6:0.025151	
1035(433887)::	8:0.012322	
1036(84002)::	8:0.021370	
1037(433878)::	8:0.016982	
1038(426162)::	8:0.012324	
1039(1179)::	9:0.018755	
1040(421670)::	9:0.023448	
1041(116532)::	9:0.023544	
1042(506979)::	9:0.028381	
1043(160590)::	9:0.047810	
1044(1178)::	3:0.031684	
1045(23969)::	3:0.047611	
1046(274638)::	3:0.042263	
1047(169883)::	3:0.026278	
1048(329562)::	3:0.052630	
1049(110049)::	3:0.042362	
1050(505357)::	3:0.047425	
1051(413107)::	11:0.058744	
1052(231095)::	11:0.098385	
1053(288907)::	11:0.039524	
1054(288520)::	11:0.048728	
1055(387521)::	11:0.048201	
1056(504451)::	11:0.108478	
1057(387565)::	11:0.058510	
1058(29926)::	3:0.030428	
1059(391172)::	3:0.010037	
1060(427330)::	3:0.015377	
1061(406425)::	3:0.010036	
1062(399719)::	3:0.004748	6:0.008164	
1063(326648)::	3:0.019872	
1064(311909)::	3:0.024982	
1065(303239)::	4:0.021147	
1066(357477)::	4:0.031082	3:0.005319	
1067(132982)::	4:0.031884	
1068(344436)::	4:0.021074	
1069(27614)::	4:0.058796	
1070(27615)::	6:0.026242	
1071(124746)::	6:0.021715	
1072(5017)::	6:0.035215	
1073(7074)::	6:0.044116	
1074(53403)::	6:0.021728	
1075(124748)::	6:0.048162	
1076(27613)::	6:0.030548	
1077(249066)::	4:0.015692	
1078(100903)::	4:0.021191	
1079(544015)::	4:0.026464	
1080(104667)::	4:0.009828	
1081(281440)::	4:0.009830	
1082(140019)::	4:0.020939	3:0.005333	
1083(536797)::	4:0.026385	
1084(20613)::	6:0.017317	
1085(439321)::	6:0.012791	
1086(515279)::	6:0.021820	
1087(454285)::	6:0.030661	
1088(218604)::	9:0.023750	
1089(152403)::	9:0.028546	
1090(118209)::	9:0.027963	
1091(272474)::	9:0.047873	
1092(531682)::	9:0.033310	
1093(167205)::	9:0.047873	
1094(129236)::	4:0.005243	
1095(99254)::	4:0.097260	
1096(102202)::	3:0.095946	
1097(419565)::	3:0.069244	
1098(164709)::	3:0.015530	
1099(334363)::	3:0.058332	
1100(160795)::	3:0.021141	
1101(292828)::	3:0.026276	
1102(78390)::	3:0.031193	4:0.005316	
1103(201538)::	3:0.021200	
1104(525067)::	3:0.192531	
1105(399964)::	3:0.021160	
1106(346954)::	3:0.026432	
1107(268684)::	3:0.026591	
1108(418750)::	3:0.005160	6:0.013166	
1109(514189)::	6:0.051048	3:0.054538	
1110(382531)::	3:0.031797	
1111(246900)::	3:0.026565	
1112(314284)::	3:0.149450	
1113(446920)::	6:0.025150	3:0.096942	
1114(97931)::	6:0.003328	3:0.004278	
1115(146456)::	6:0.016004	
1116(350207)::	3:0.017109	
1117(97932)::	4:0.008277	
1118(39809)::	4:0.003215	
1119(415751)::	4:0.030484	
1120(290730)::	4:0.019536	
1121(480503)::	8:0.004381	4:0.004500	
1122(486116)::	4:0.015160	
1123(23977)::	4:0.013144	
1124(498399)::	4:0.009782	
1125(238876)::	9:0.009123	
1126(107235)::	9:0.018378	
1127(393488)::	9:0.095275	
1128(174681)::	8:0.017265	
1129(28371)::	8:0.011093	
1130(62682)::	8:0.120450	
1131(537834)::	8:0.021429	
1132(293574)::	8:0.097953	
1133(218610)::	9:0.038325	
1134(490739)::	9:0.013986	
1135(243440)::	9:0.057759	
1136(346899)::	9:0.346675	
1137(541278)::	9:0.047727	
1138(494987)::	9:0.155300	
1139(301766)::	9:0.014167	
1140(460523)::	9:0.024046	
1141(469581)::	9:0.101370	
1142(238875)::	8:0.052958	
1143(278032)::	8:0.039695	
1144(185924)::	8:0.034715	
1145(239778)::	8:0.030805	
1146(9446)::	9:0.005601	8:0.011770	
1147(107672)::	9:0.005599	8:0.011770	
1148(348733)::	8:0.012821	
1149(464954)::	8:0.021823	
1150(339323)::	8:0.026329	
1151(256489)::	8:0.016953	
1152(289011)::	8:0.026322	
1153(79276)::	9:0.009067	8:0.030795	
1154(104932)::	8:0.017468	
1155(381184)::	4:0.015948	
1156(95478)::	4:0.042747	
1157(34197)::	4:0.053421	
1158(211912)::	4:0.064433	
1159(460592)::	6:0.043946	
1160(96301)::	6:0.021767	
1161(242749)::	6:0.021888	
1162(373061)::	3:0.004083	6:0.008441	
1163(73105)::	6:0.026299	
1164(80375)::	6:0.030526	
1165(484606)::	3:0.007382	6:0.077381	
1166(163292)::	6:0.048552	
1167(90555)::	6:0.026224	
1168(188233)::	6:0.012929	3:0.005194	
1169(113858)::	6:0.035096	
1170(263177)::	8:0.017607	
1171(26608)::	8:0.035296	
1172(422518)::	8:0.048579	
1173(95299)::	8:0.057261	
1174(446247)::	6:0.008714	
1175(228827)::	6:0.061848	
1176(411394)::	6:0.102068	
1177(236364)::	9:0.111261	
1178(118415)::	9:0.014125	4:0.005338	
1179(122708)::	9:0.019232	
1180(364102)::	9:0.043086	
1181(5156)::	9:0.033053	
1182(130634)::	9:0.014210	6:0.008464	
1183(507039)::	9:0.042557	
1184(299460)::	9:0.114500	8:0.012174	4:0.022599	
1185(234636)::	9:0.024010	
1186(50734)::	9:0.061953	
1187(322124)::	9:0.163955	8:0.036009	
1188(397908)::	9:0.019065	6:0.004303	
1189(422961)::	9:0.018077	
1190(321411)::	9:0.062735	
1191(342166)::	9:0.019129	
1192(342164)::	9:0.023838	
1193(115500)::	9:0.024013	
1194(511784)::	9:0.033154	
1195(489986)::	9:0.014402	8:0.003619	
1196(409641)::	9:0.019013	8:0.004632	
1197(289018)::	9:0.057738	
1198(489557)::	9:0.028904	
1199(212728)::	6:0.030587	
1200(232614)::	6:0.206593	
1201(251236)::	6:0.035169	
1202(113610)::	6:0.025995	
1203(483488)::	6:0.021753	
1204(164584)::	6:0.026294	
1205(526019)::	6:0.012710	
1206(431732)::	6:0.017399	
1207(497491)::	4:0.031428	
1208(541544)::	4:0.021124	
1209(243253)::	4:0.025912	
1210(435124)::	4:0.021085	
1211(232161)::	4:0.026425	
1212(112853)::	4:0.004848	
1213(497490)::	7:0.014189	
1214(67330)::	7:0.014617	
1215(357761)::	7:0.009190	
1216(493703)::	7:0.014192	
1217(365445)::	7:0.051727	
1218(103798)::	7:0.062252	
1219(467419)::	7:0.045790	
1220(294254)::	7:0.030588	
1221(419250)::	7:0.014871	
1222(25990)::	7:0.041278	
1223(341236)::	7:0.025683	
1224(31894)::	7:0.030763	
1225(31895)::	7:0.030786	
1226(375274)::	7:0.025736	
1227(419254)::	7:0.020165	
1228(365443)::	6:0.021760	
1229(250831)::	6:0.021759	
1230(86085)::	6:0.035003	
1231(136722)::	6:0.030570	
1232(80371)::	6:0.034541	
1233(182839)::	6:0.030508	
1234(355591)::	7:0.015167	
1235(362051)::	7:0.029885	
1236(80411)::	11:0.023477	7:0.070443	
1237(362054)::	7:0.025110	
1238(497499)::	9:0.008996	
1239(39759)::	9:0.042774	
1240(225147)::	9:0.018388	
1241(268855)::	4:0.010597	
1242(233856)::	4:0.047782	
1243(501503)::	4:0.119054	
1244(8540)::	9:0.036558	4:0.000689	
1245(397379)::	9:0.023539	
1246(501897)::	9:0.013472	
1247(105658)::	9:0.005151	4:0.004306	
1248(133036)::	9:0.013831	
1249(190006)::	9:0.006267	4:0.007596	
1250(505378)::	4:0.057747	9:0.010226	
1251(258308)::	9:0.032827	
1252(182179)::	9:0.023463	
1253(355599)::	3:0.029413	
1254(263920)::	3:0.004726	
1255(36551)::	3:0.004726	
1256(343337)::	3:0.004727	
1257(442568)::	3:0.015502	
1258(295116)::	3:0.010288	
1259(321629)::	3:0.009731	
1260(355598)::	3:0.021009	
1261(256804)::	3:0.074127	
1262(300082)::	3:0.084940	
1263(428590)::	3:0.031505	
1264(324466)::	3:0.031516	
1265(221372)::	3:0.015481	
1266(41700)::	3:0.074225	
1267(115881)::	3:0.068863	
1268(466449)::	3:0.014609	
1269(119049)::	9:0.018561	
1270(280000)::	9:0.027592	
1271(511780)::	9:0.017579	
1272(455193)::	9:0.028002	
1273(99206)::	9:0.018322	
1274(92268)::	3:0.013773	
1275(498669)::	3:0.007407	
1276(467680)::	3:0.052530	
1277(199043)::	3:0.004018	
1278(513515)::	9:0.023383	
1279(486913)::	9:0.013337	
1280(520963)::	9:0.023338	
1281(260225)::	9:0.028065	
1282(178299)::	9:0.028233	
1283(410426)::	9:0.033342	
1284(66505)::	7:0.025660	
1285(509891)::	7:0.077826	
1286(396347)::	7:0.067471	
1287(19277)::	7:0.015133	
1288(283990)::	7:0.025053	
1289(47344)::	7:0.098878	
1290(174358)::	11:0.009218	
1291(239819)::	11:0.028737	
1292(50418)::	9:0.018711	
1293(394494)::	9:0.042500	
1294(85660)::	9:0.023332	
1295(86747)::	9:0.033137	
1296(220618)::	9:0.018290	
1297(258497)::	9:0.019091	
1298(435837)::	9:0.052918	
1299(192797)::	9:0.052781	
1300(431491)::	9:0.066932	
1301(284516)::	9:0.062466	
1302(151382)::	3:0.004616	7:0.009327	
1303(483379)::	7:0.014063	
1304(534625)::	3:0.025023	
1305(406634)::	7:0.018782	
1306(288689)::	8:0.005196	9:0.008344	
1307(261056)::	9:0.029679	8:0.011725	
1308(171423)::	9:0.056893	
1309(187694)::	8:0.120317	
1310(47679)::	8:0.016925	
1311(74069)::	8:0.008006	
1312(455515)::	8:0.030683	
1313(369483)::	8:0.021451	
1314(471562)::	8:0.039263	
1315(139765)::	8:0.030688	
1316(531251)::	8:0.012788	
1317(20444)::	8:0.025537	
1318(34133)::	8:0.017320	
1319(471405)::	8:0.034263	
1320(280275)::	8:0.026195	
1321(345946)::	8:0.026062	
1322(301876)::	8:0.172024	
1323(223201)::	6:0.003925	
1324(342758)::	6:0.033392	
1325(223202)::	9:0.003183	6:0.004855	
1326(275647)::	6:0.052307	
1327(263841)::	6:0.000697	
1328(297261)::	9:0.011020	
1329(223206)::	9:0.018713	
1330(212864)::	9:0.042926	
1331(80144)::	9:0.038107	
1332(212869)::	9:0.033250	
1333(360293)::	9:0.013901	
1334(513510)::	8:0.039127	
1335(440848)::	8:0.004018	
1336(503135)::	8:0.066456	
1337(317678)::	8:0.011603	
1338(191679)::	8:0.008662	7:0.004494	4:0.004474	
1339(432117)::	8:0.039954	
1340(408547)::	8:0.026423	
1341(179732)::	8:0.057626	
1342(371868)::	8:0.044331	
1343(52561)::	8:0.012985	
1344(111548)::	8:0.035412	
1345(46074)::	8:0.066669	
1346(70298)::	8:0.026226	
1347(219152)::	8:0.057514	
1348(94084)::	8:0.022036	
1349(518856)::	8:0.039721	
1350(514254)::	8:0.030850	
1351(389072)::	6:0.009377	9:0.002796	
1352(390906)::	9:0.035546	6:0.005829	
1353(343707)::	6:0.012328	
1354(402527)::	6:0.021274	
1355(503073)::	7:0.041267	
1356(20098)::	7:0.020583	
1357(303445)::	7:0.041270	
1358(108255)::	7:0.046441	
1359(406326)::	7:0.098873	
1360(444753)::	7:0.020574	
1361(532601)::	7:0.020110	
1362(52631)::	7:0.020379	
1363(374546)::	7:0.046327	
1364(22678)::	9:0.052321	
1365(2725)::	9:0.051835	
1366(140960)::	9:0.019031	
1367(359009)::	9:0.019049	
1368(388497)::	9:0.062374	
1369(470452)::	9:0.018832	
1370(177877)::	3:0.004748	9:0.033369	
1371(328415)::	9:0.018937	
1372(505697)::	4:0.005285	9:0.004499	
1373(355657)::	9:0.042914	
1374(71233)::	9:0.042592	
1375(237988)::	9:0.009379	
1376(22676)::	4:0.031857	
1377(402013)::	4:0.064513	
1378(331936)::	4:0.010436	
1379(117578)::	4:0.042906	
1380(482167)::	4:0.026629	
1381(422641)::	4:0.021406	
1382(247958)::	4:0.037406	
1383(523051)::	7:0.046585	
1384(380205)::	7:0.015353	
1385(55082)::	7:0.016777	6:0.011458	
1386(468183)::	7:0.025769	
1387(309662)::	7:0.067269	
1388(363209)::	7:0.036270	
1389(134506)::	7:0.119829	
1390(350503)::	7:0.093470	
1391(425258)::	7:0.125075	
1392(113379)::	7:0.020478	
1393(22674)::	4:0.020926	
1394(336746)::	4:0.015427	
1395(87482)::	4:0.015710	
1396(475457)::	4:0.048186	
1397(413291)::	4:0.036102	
1398(22672)::	
1399(389847)::	
1400(132013)::	
1401(137042)::	
1402(182138)::	
1403(288489)::	
1404(22670)::	6:0.030603	
1405(482081)::	6:0.026214	
1406(527932)::	6:0.021778	
1407(523689)::	6:0.017250	
1408(521895)::	6:0.039531	
1409(354074)::	6:0.021643	
1410(448233)::	6:0.035079	
1411(431715)::	6:0.026106	
1412(110497)::	3:0.015106	
1413(331456)::	3:0.015147	
1414(84573)::	3:0.025939	
1415(84316)::	3:0.019697	
1416(428331)::	7:0.007855	
1417(267078)::	8:0.028650	7:0.042411	
1418(433515)::	7:0.002897	
1419(523053)::	3:0.079955	
1420(51392)::	3:0.031693	
1421(51397)::	3:0.026287	
1422(323603)::	3:0.026287	
1423(51394)::	3:0.026289	
1424(61819)::	3:0.036895	
1425(23513)::	3:0.063784	
1426(324420)::	3:0.026451	
1427(60757)::	3:0.031490	
1428(324671)::	3:0.042402	
1429(367694)::	3:0.074667	
1430(529343)::	3:0.117352	
1431(215256)::	3:0.026343	
1432(523948)::	3:0.031680	
1433(456414)::	3:0.085268	
1434(304922)::	3:0.021014	
1435(139980)::	9:0.013977	
1436(324926)::	9:0.047505	
1437(193327)::	9:0.023289	
1438(322380)::	9:0.033119	
1439(192229)::	7:0.004777	
1440(151359)::	7:0.040289	
1441(420101)::	8:0.016612	
1442(163289)::	8:0.008128	
1443(326963)::	8:0.030267	
1444(287629)::	8:0.017389	
1445(243499)::	8:0.012159	
1446(420100)::	8:0.003768	
1447(287625)::	8:0.025581	
1448(420103)::	8:0.030928	
1449(340811)::	8:0.075666	
1450(517549)::	8:0.017524	
1451(420102)::	8:0.017568	
1452(240895)::	8:0.054927	9:0.016982	
1453(388764)::	8:0.062362	
1454(391576)::	8:0.029963	
1455(248019)::	8:0.039807	
1456(339715)::	8:0.039912	
1457(420105)::	8:0.017206	
1458(317368)::	8:0.066148	
1459(386147)::	8:0.035323	
1460(244415)::	8:0.025606	
1461(416451)::	8:0.012125	
1462(420108)::	9:0.038149	
1463(353292)::	9:0.033385	
1464(516521)::	9:0.023763	
1465(287628)::	9:0.033398	
1466(14012)::	9:0.033285	
1467(402122)::	9:0.014131	
1468(534769)::	9:0.038221	
1469(420098)::	9:0.028563	
1470(287632)::	9:0.033401	
1471(75533)::	4:0.025194	
1472(376890)::	4:0.020474	
1473(444556)::	8:0.006992	4:0.004702	
1474(236307)::	4:0.015814	
1475(316377)::	4:0.004702	
1476(6371)::	4:0.047585	
1477(75532)::	11:0.048918	
1478(153104)::	11:0.058830	
1479(151409)::	11:0.058908	
1480(153102)::	11:0.059031	
1481(29899)::	11:0.068817	
1482(140703)::	11:0.039097	
1483(469511)::	6:0.012441	
1484(23037)::	6:0.020956	
1485(117869)::	6:0.038824	
1486(45036)::	6:0.011055	
1487(127735)::	6:0.016783	
1488(470306)::	6:0.012646	
1489(287990)::	6:0.012535	
1490(148781)::	6:0.025419	
1491(469512)::	6:0.016067	
1492(100110)::	6:0.012661	
1493(277873)::	6:0.003332	
1494(176150)::	6:0.021477	
1495(65264)::	7:0.020230	
1496(64698)::	7:0.015123	
1497(403596)::	7:0.035854	
1498(143760)::	7:0.025566	
1499(502856)::	7:0.046490	
1500(277902)::	6:0.057364	
1501(371106)::	6:0.017546	
1502(200817)::	6:0.057368	
1503(544003)::	6:0.017637	
1504(435068)::	6:0.017613	
1505(182550)::	6:0.013040	
1506(117785)::	6:0.017546	
1507(201771)::	6:0.026262	
1508(512547)::	6:0.017527	
1509(417591)::	6:0.017432	
1510(479734)::	6:0.030664	
1511(484581)::	6:0.017433	
1512(318728)::	6:0.066363	
1513(234756)::	6:0.034968	
1514(277900)::	6:0.012773	
1515(372626)::	6:0.075286	
1516(29998)::	6:0.052966	
1517(107098)::	6:0.012772	
1518(303903)::	4:0.031961	
1519(167208)::	4:0.037430	
1520(127727)::	4:0.037457	
1521(239166)::	4:0.026576	
1522(353746)::	4:0.042908	
1523(283153)::	4:0.021247	
1524(139070)::	4:0.021142	
1525(343093)::	8:0.017426	
1526(320499)::	8:0.034765	
1527(293219)::	8:0.044042	
1528(519279)::	8:0.026241	
1529(505258)::	8:0.039534	
1530(65263)::	9:0.004595	
1531(80323)::	9:0.071886	
1532(306449)::	3:0.036980	
1533(447380)::	3:0.047645	
1534(153148)::	3:0.026356	
1535(23584)::	3:0.020993	
1536(210628)::	3:0.026419	
1537(205804)::	3:0.058339	
1538(286217)::	3:0.053006	
1539(286163)::	3:0.063730	
1540(267505)::	8:0.021410	
1541(268705)::	8:0.026087	
1542(59139)::	8:0.012706	
1543(59137)::	8:0.012604	
1544(220865)::	8:0.021523	
1545(12391)::	8:0.025804	
1546(92883)::	8:0.200336	
1547(445914)::	8:0.004397	
1548(125116)::	8:0.012812	
1549(173393)::	8:0.008422	9:0.027916	
1550(524938)::	8:0.030712	
1551(153006)::	8:0.020798	
1552(460777)::	8:0.017118	
1553(147625)::	8:0.008757	7:0.004621	
1554(218370)::	7:0.017771	8:0.005908	
1555(461625)::	8:0.005656	
1556(522218)::	8:0.021010	
1557(143885)::	8:0.004397	
1558(466555)::	8:0.004397	
1559(316396)::	8:0.017508	
1560(1541)::	8:0.012894	
1561(344794)::	8:0.021873	
1562(393403)::	8:0.004397	
1563(183740)::	7:0.072928	8:0.056519	
1564(326414)::	8:0.004397	
1565(73903)::	7:0.014443	8:0.005277	
1566(250663)::	8:0.005650	
1567(270156)::	7:0.003931	8:0.013157	
1568(113774)::	7:0.015313	8:0.004397	
1569(454006)::	8:0.012310	
1570(369519)::	8:0.008228	7:0.014884	
1571(217114)::	8:0.004397	9:0.012876	
1572(520486)::	3:0.014287	8:0.004896	
1573(541382)::	7:0.014421	8:0.005278	
1574(357166)::	8:0.030710	
1575(444687)::	8:0.004397	
1576(13801)::	8:0.035100	
1577(389566)::	8:0.012996	
1578(279653)::	8:0.021850	
1579(369815)::	8:0.016105	
1580(299696)::	8:0.011205	7:0.002131	
1581(179397)::	7:0.047764	8:0.011562	
1582(20554)::	8:0.008675	7:0.010293	
1583(61821)::	8:0.015338	
1584(485117)::	7:0.023891	8:0.035700	
1585(256895)::	8:0.005645	
1586(492169)::	8:0.005648	
1587(27154)::	8:0.027948	
1588(154115)::	8:0.021848	
1589(401913)::	8:0.066464	
1590(352301)::	8:0.034941	
1591(383762)::	9:0.028449	
1592(290716)::	8:0.009709	9:0.022147	
1593(16792)::	9:0.023750	
1594(436609)::	9:0.037968	
1595(356661)::	9:0.022894	
1596(436611)::	8:0.004967	9:0.027563	
1597(361191)::	8:0.032104	9:0.041312	
1598(267508)::	3:0.036591	
1599(28013)::	4:0.006617	3:0.013801	
1600(188079)::	3:0.020584	
1601(274365)::	3:0.025896	
1602(274351)::	3:0.020682	
1603(454088)::	3:0.025953	
1604(274348)::	3:0.020684	
1605(274350)::	4:0.007974	3:0.023007	
1606(446591)::	3:0.004070	
1607(140164)::	3:0.014338	
1608(289798)::	6:0.039518	
1609(501779)::	6:0.026254	
1610(163441)::	6:0.034520	
1611(242722)::	6:0.026203	
1612(47374)::	6:0.030627	
1613(2091)::	6:0.039079	3:0.010098	
1614(1399)::	6:0.012853	
1615(467150)::	6:0.039030	
1616(328023)::	6:0.017234	
1617(390863)::	6:0.017273	
1618(59736)::	7:0.015127	
1619(376954)::	7:0.045994	
1620(43994)::	7:0.025415	
1621(213652)::	7:0.030553	
1622(289792)::	11:0.048938	
1623(229817)::	11:0.039479	
1624(304723)::	11:0.029234	
1625(194184)::	11:0.108718	
1626(396183)::	11:0.098984	
1627(419352)::	11:0.028988	
1628(104279)::	4:0.026821	
1629(519583)::	4:0.054033	
1630(207252)::	4:0.031799	
1631(269145)::	4:0.086680	
1632(349456)::	4:0.042945	
1633(367777)::	4:0.086419	
1634(165614)::	3:0.026368	
1635(302651)::	3:0.026332	
1636(39223)::	3:0.058152	
1637(41545)::	3:0.053060	
1638(539490)::	3:0.079786	
1639(350506)::	3:0.036922	
1640(179599)::	4:0.032158	
1641(30740)::	4:0.069895	
1642(226587)::	4:0.070018	
1643(478068)::	4:0.032204	
1644(179085)::	4:0.064624	
1645(179661)::	4:0.037559	
1646(479358)::	4:0.021258	
1647(476589)::	6:0.021139	
1648(526935)::	6:0.021573	
1649(334147)::	6:0.017163	
1650(317599)::	6:0.007915	
1651(338547)::	6:0.034617	
1652(150495)::	4:0.005089	3:0.004959	6:0.012232	
1653(3748)::	6:0.004257	
1654(361676)::	6:0.084179	
1655(75283)::	7:0.025632	
1656(220377)::	7:0.025543	
1657(498925)::	7:0.046015	
1658(164750)::	7:0.035948	
1659(290130)::	7:0.051526	
1660(181845)::	7:0.025534	
1661(424154)::	8:0.011136	
1662(400366)::	8:0.016303	
1663(252816)::	8:0.002839	
1664(310902)::	7:0.004469	
