0(228055): 
1(521702): 6(0.152719), 
964(386141): 0(0.328343), 
965(207932): 0(0.224066), 
966(477564): 3(0.039374), 
967(473648): 
968(42172): 7(0.014071), 
969(493971): 3(0.033217), 
970(336976): 3(0.019570), 
971(394394): 3(0.026952), 
972(155285): 3(0.027057), 
973(289790): 
974(308403): 6(0.018219), 
975(425689): 0(0.026483), 
976(542622): 0(0.060154), 
977(132121): 0(0.060317), 
978(375205): 0(0.073762), 
979(528513): 0(0.026399), 
980(104277): 4(0.049859), 
981(473332): 4(0.028156), 
982(529539): 4(0.049325), 
983(490802): 4(0.035529), 
984(9359): 4(0.042467), 
985(489312): 4(0.063587), 
986(110944): 4(0.056589), 
987(86001): 4(0.028189), 
988(208458): 3(0.040476), 
989(397020): 1(0.030964), 3(0.015859), 
990(425686): 
991(192366): 
992(188612): 2(0.101205), 
993(536371): 1(0.030396), 
994(411619): 1(0.122157), 
995(280979): 1(0.171270), 
996(500666): 1(0.097601), 
997(62294): 1(0.171618), 
998(444739): 1(0.054301), 
999(389691): 0(0.013365), 
1000(393313): 0(0.252502), 
1001(538709): 0(0.100805), 
1002(505398): 2(0.050952), 
1003(67390): 2(0.043381), 
1004(399929): 2(0.053629), 3(0.029834), 
1005(458927): 2(0.043380), 
1006(66613): 2(0.043376), 
1007(309655): 2(0.036004), 
1008(37734): 2(0.036005), 
1009(75287): 2(0.153786), 
1010(453446): 2(0.028949), 
1011(541961): 2(0.036223), 
1012(151410): 2(0.021923), 
1013(187198): 2(0.021922), 
1014(483048): 2(0.029096), 
1015(339968): 2(0.028900), 
1016(192313): 2(0.036222), 
1017(416793): 2(0.021792), 
1018(303345): 2(0.029093), 
1019(289126): 2(0.014537), 
1020(383250): 2(0.212665), 
1021(254100): 2(0.014528), 
1022(149495): 2(0.204547), 
1023(69404): 2(0.014533), 
1024(209203): 2(0.021920), 
1025(283003): 2(0.029097), 
1026(95376): 2(0.036099), 
1027(3210): 2(0.021925), 
1028(120294): 2(0.065519), 
1029(189904): 2(0.014536), 
1030(167246): 2(0.058029), 
1031(75286): 4(0.028532), 
1032(316471): 4(0.064454), 
1033(408108): 4(0.078812), 
1034(16050): 4(0.086218), 
1035(320519): 4(0.100666), 
1036(75282): 4(0.034338), 
1037(532893): 4(0.027850), 
1038(413082): 6(0.020385), 
1039(166227): 4(0.027853), 
1040(284528): 4(0.028235), 
1041(343755): 4(0.063816), 
1042(508518): 0(0.020133), 
1043(519011): 0(0.135471), 
1044(388245): 0(0.216685), 
1045(62496): 0(0.080792), 
1046(16292): 3(0.040407), 
1047(164596): 
1048(343551): 1(0.022934), 
1049(167619): 
1050(104310): 0(0.024980), 
1051(454795): 0(0.087519), 
1052(99859): 2(0.029344), 
1053(393248): 2(0.169388), 
1054(44375): 2(0.506701), 
1055(176987): 2(0.087947), 
1056(464304): 2(0.326120), 
1057(289246): 0(0.017268), 
1058(423061): 0(0.016104), 1(0.014073), 
1059(539811): 
1060(79798): 0(0.032387), 
1061(544794): 2(0.029102), 
1062(39712): 2(0.205442), 
1063(345899): 2(0.102312), 
1064(81127): 2(0.087610), 
1065(413304): 2(0.065621), 
1066(544799): 
1067(173851): 1(0.053552), 
1068(276824): 1(0.188213), 
1069(533475): 
1070(466657): 6(0.047429), 
1071(250386): 3(0.033289), 
1072(373906): 3(0.027337), 
1073(442270): 3(0.020401), 
1074(182300): 3(0.020129), 
1075(234874): 
1076(536348): 3(0.594419), 
1077(105631): 2(0.035970), 
1078(191876): 2(0.036040), 
1079(333200): 2(0.036163), 
1080(133461): 2(0.035970), 
1081(166414): 2(0.042726), 
1082(154288): 2(0.065565), 
1083(293613): 0(0.026878), 
1084(270582): 0(0.176244), 
1085(460864): 0(0.128465), 
1086(328213): 0(0.052697), 
1087(419900): 0(0.142036), 
1088(535134): 4(0.013865), 
1089(95592): 4(0.056017), 
1090(401991): 4(0.056503), 
1091(250388): 7(0.056247), 
1092(499818): 7(0.055862), 
1093(80057): 7(0.041708), 
1094(154035): 7(0.055700), 
1095(104733): 7(0.041757), 
1096(37564): 7(0.084110), 
1097(272615): 7(0.069895), 
1098(59766): 7(0.098084), 
1099(251014): 7(0.034777), 
1100(474143): 
1101(362671): 1(0.016448), 
1102(102940): 6(0.034260), 
1103(326052): 6(0.089918), 
1104(252116): 6(0.062459), 
1105(324029): 6(0.018726), 
1106(421926): 6(0.083491), 
1107(48488): 6(0.027522), 
1108(102945): 
1109(143996): 6(0.025962), 
1110(525282): 6(0.040786), 
1111(135875): 6(0.033670), 
1112(168997): 
1113(381270): 6(0.027230), 
1114(60017): 
1115(61217): 1(0.044040), 
1116(143991): 4(0.013565), 
1117(481162): 4(0.062007), 7(0.064465), 
1118(529252): 3(0.013894), 4(0.026548), 
1119(226943): 6(0.083133), 
1120(375581): 6(0.026845), 7(0.013805), 
1121(301213): 
1122(281375): 1(0.202062), 
1123(185900): 3(0.020666), 
1124(120837): 3(0.215364), 
1125(244616): 3(0.250200), 
1126(467022): 
1127(540360): 0(0.018957), 
1128(445832): 0(0.057725), 
1129(146315): 3(0.110403), 
1130(244140): 3(0.179650), 
1131(446805): 3(0.047938), 
1132(219901): 3(0.034354), 
1133(98832): 3(0.081275), 
1134(234061): 3(0.170041), 7(0.065577), 
1135(417502): 3(0.027237), 
1136(30620): 3(0.033628), 
1137(361020): 3(0.034167), 
1138(277397): 3(0.027379), 
1139(476207): 3(0.027069), 
1140(260236): 3(0.034440), 
1141(73895): 3(0.027232), 
1142(193864): 3(0.034128), 
1143(331165): 3(0.027279), 
1144(95546): 3(0.212453), 7(0.086879), 
1145(287489): 3(0.034355), 
1146(185904): 
1147(94915): 
1148(413480): 2(0.014010), 
1149(262533): 2(0.056887), 
1150(68875): 2(0.042420), 
1151(509429): 6(0.034013), 7(0.027536), 
1152(104484): 
1153(520304): 7(0.020205), 
1154(390529): 7(0.017500), 
1155(295157): 6(0.096498), 
1156(242369): 6(0.017867), 
1157(479089): 7(0.175925), 
1158(125694): 6(0.034569), 
1159(347960): 1(0.060574), 
1160(516108): 1(0.024183), 
1161(181043): 1(0.164202), 
1162(439255): 1(0.024148), 
1163(303864): 1(0.128164), 
1164(268552): 1(0.029956), 
1165(271212): 1(0.042530), 
1166(483225): 1(0.121587), 
1167(177319): 1(0.024184), 
1168(336878): 1(0.066702), 
1169(105836): 1(0.024179), 
1170(194312): 1(0.018148), 
1171(130199): 1(0.109833), 
1172(402843): 6(0.041499), 
1173(294617): 6(0.034612), 
1174(167200): 6(0.034281), 
1175(111694): 6(0.027283), 
1176(166006): 6(0.097822), 
1177(129354): 6(0.048643), 
1178(194318): 
1179(339408): 3(0.024679), 
1180(422416): 1(0.024023), 
1181(355120): 1(0.084677), 
1182(386770): 1(0.097089), 
1183(189057): 1(0.060554), 
1184(423583): 1(0.041994), 
1185(210321): 0(0.060759), 
1186(446007): 0(0.080892), 
1187(457385): 0(0.047004), 
1188(276411): 0(0.107607), 
1189(209196): 0(0.026469), 
1190(346318): 0(0.024105), 
1191(47726): 0(0.101274), 
1192(244008): 0(0.023326), 1(0.026274), 
1193(175815): 0(0.067340), 
1194(46907): 0(0.060752), 
1195(480775): 2(0.020691), 
1196(307289): 2(0.030626), 3(0.013851), 
1197(279778): 2(0.019269), 
1198(392832): 2(0.027240), 
1199(376789): 1(0.030400), 
1200(225780): 1(0.054614), 
1201(536069): 1(0.370545), 
1202(304249): 1(0.115623), 
1203(250505): 1(0.178249), 
1204(424617): 1(0.066824), 
1205(408295): 2(0.072817), 
1206(106147): 2(0.080159), 
1207(266806): 2(0.065504), 
1208(315064): 2(0.028890), 
1209(349928): 2(0.028890), 
1210(259884): 2(0.043508), 
1211(107037): 2(0.101384), 
1212(529196): 2(0.028064), 
1213(258513): 2(0.028901), 
1214(208416): 2(0.028962), 
1215(81556): 2(0.050852), 
1216(286231): 
1217(299327): 7(0.399727), 
1218(269482): 4(0.013811), 
1219(527767): 3(0.078520), 
1220(438230): 4(0.063180), 
1221(161540): 3(0.026594), 
1222(389216): 4(0.048845), 
1223(15708): 0(0.046937), 
1224(110288): 0(0.053721), 
1225(114561): 0(0.046939), 
1226(60897): 0(0.067322), 
1227(372891): 0(0.033288), 
1228(85733): 0(0.040238), 
1229(182337): 0(0.067293), 
1230(184866): 0(0.074042), 
1231(446624): 2(0.035971), 
1232(275702): 2(0.036047), 
1233(308055): 2(0.043359), 
1234(295517): 4(0.042489), 
1235(214367): 4(0.035365), 
1236(432835): 4(0.035392), 
1237(456931): 4(0.035212), 
1238(170697): 4(0.035392), 
1239(75712): 4(0.021116), 
1240(221061): 4(0.107849), 
1241(14754): 0(0.019775), 
1242(441394): 0(0.032650), 
1243(513409): 0(0.019778), 
1244(448222): 0(0.019579), 
1245(107702): 7(0.048683), 
1246(120542): 7(0.034339), 
1247(43875): 7(0.084166), 
1248(523750): 7(0.041648), 
1249(519194): 7(0.027484), 
1250(303360): 7(0.048541), 
1251(167722): 7(0.048481), 
1252(510194): 7(0.034700), 
1253(9750): 3(0.088600), 
1254(450734): 3(0.020271), 
1255(133827): 3(0.075259), 
1256(292192): 3(0.044208), 6(0.072424), 
1257(74433): 3(0.015773), 
1258(351596): 3(0.026965), 
1259(487571): 3(0.039865), 
1260(204061): 3(0.020565), 
1261(292413): 3(0.061215), 
1262(518987): 
1263(362403): 3(0.026596), 
1264(18781): 3(0.021364), 
1265(471052): 
1266(236172): 2(0.013825), 3(0.047638), 
1267(475236): 3(0.048026), 
1268(86895): 3(0.082644), 
1269(129593): 3(0.061703), 
1270(10475): 3(0.047902), 
1271(314674): 3(0.061736), 
1272(130790): 3(0.061717), 
1273(500010): 3(0.054909), 
1274(269692): 3(0.089479), 
1275(478642): 
1276(121120): 1(0.028192), 
1277(233039): 1(0.207666), 
1278(136570): 1(0.017882), 
1279(1262): 1(0.017852), 
1280(123768): 1(0.017510), 
1281(142502): 
1282(512694): 1(0.018184), 
1283(180776): 1(0.084881), 
1284(447492): 1(0.041684), 
1285(393203): 
1286(158543): 1(0.023673), 
1287(51190): 1(0.066634), 
1288(156388): 1(0.023684), 
1289(524976): 1(0.024317), 
1290(198785): 1(0.040868), 
1291(537986): 1(0.029821), 
1292(382928): 1(0.115604), 
1293(501699): 1(0.018222), 
1294(479367): 1(0.017706), 
1295(202075): 1(0.102909), 
1296(298404): 1(0.054127), 
1297(198451): 1(0.018186), 
1298(280352): 1(0.024137), 
1299(225890): 
1300(77623): 
1301(154915): 1(0.035534), 
1302(318965): 
1303(184188): 
1304(327079): 1(0.023319), 
1305(68027): 1(0.041795), 
1306(291085): 1(0.024340), 
1307(166629): 
1308(35002): 1(0.220356), 
1309(39037): 1(0.133942), 
1310(393292): 1(0.030056), 
1311(129463): 1(0.029944), 
1312(24141): 7(0.020537), 
1313(243100): 7(0.041262), 
1314(388442): 7(0.154694), 
1315(409964): 7(0.034148), 
1316(471924): 1(0.060318), 
1317(13696): 1(0.059738), 
1318(84569): 1(0.036061), 
1319(402014): 1(0.030021), 
1320(34275): 1(0.030245), 
1321(500883): 1(0.036227), 
1322(316093): 
1323(205574): 
1324(182419): 1(0.048484), 
1325(187413): 
1326(319559): 1(0.088540), 
1327(233036): 
1328(63507): 7(0.197456), 
1329(268083): 
1330(347384): 7(0.019017), 
1331(513369): 6(0.013825), 
1332(135616): 6(0.013825), 7(0.024961), 
1333(527063): 6(0.013825), 
1334(360469): 
1335(48714): 3(0.015264), 
1336(339193): 
1337(54387): 3(0.074600), 
1338(136012): 3(0.047419), 
1339(471697): 
1340(90294): 4(0.150394), 
1341(271411): 6(0.041352), 
1342(521261): 6(0.062092), 
1343(404495): 6(0.076365), 
1344(177727): 6(0.048469), 
1345(309473): 6(0.048466), 
1346(76985): 6(0.054052), 
1347(36927): 6(0.018228), 
1348(271417): 2(0.020431), 
1349(134727): 2(0.019009), 3(0.014086), 
1350(433067): 2(0.020439), 
1351(138809): 2(0.024060), 
1352(344727): 6(0.069784), 
1353(12954): 6(0.069913), 
1354(157202): 6(0.034810), 
1355(112707): 6(0.161489), 
1356(475130): 6(0.062771), 
1357(220106): 6(0.083674), 
1358(213328): 6(0.027620), 
1359(434031): 6(0.161468), 
1360(209085): 6(0.048559), 
1361(116203): 6(0.034744), 
1362(70798): 6(0.097584), 
1363(516188): 4(0.020544), 
1364(300430): 4(0.027336), 
1365(461299): 4(0.034333), 7(0.034221), 
1366(531608): 4(0.027328), 
1367(136855): 2(0.064569), 
1368(143336): 7(0.024674), 
1369(482729): 2(0.021512), 
1370(294076): 2(0.043081), 
1371(510894): 2(0.021740), 
1372(26084): 2(0.021742), 
1373(93502): 2(0.021738), 
1374(143129): 2(0.021724), 
1375(434192): 2(0.094102), 
1376(229210): 2(0.021739), 
1377(525547): 0(0.019855), 
1378(119094): 0(0.026658), 
1379(278119): 0(0.026657), 
1380(253865): 0(0.019855), 
1381(343845): 0(0.040061), 
1382(229140): 0(0.060163), 
1383(168751): 0(0.033395), 
1384(333762): 
1385(483551): 1(0.028567), 
1386(226662): 
1387(178147): 
1388(318506): 7(0.025021), 
1389(211054): 1(0.035892), 
1390(77323): 1(0.035641), 
1391(43460): 1(0.132531), 
1392(477267): 1(0.017691), 
1393(245433): 1(0.023454), 
1394(27355): 1(0.042146), 
1395(213292): 1(0.103539), 
1396(138984): 0(0.016625), 
1397(208920): 
1398(99392): 
1399(27116): 0(0.018299), 
1400(68344): 
1401(14570): 1(0.040855), 
1402(221472): 0(0.015571), 
1403(346384): 2(0.029094), 
1404(435912): 2(0.080391), 
1405(103570): 2(0.124755), 
1406(182500): 2(0.094585), 
1407(122829): 2(0.087357), 
1408(481911): 3(0.019602), 
1409(181172): 3(0.026478), 
1410(386926): 3(0.016334), 
1411(8505): 3(0.081509), 
1412(184295): 2(0.072844), 
1413(274498): 2(0.168282), 
1414(163525): 2(0.043422), 
1415(368376): 2(0.021702), 
1416(361393): 2(0.035986), 
1417(263353): 2(0.024139), 
1418(184297): 2(0.036265), 
1419(291594): 2(0.050504), 
1420(527739): 2(0.021454), 
1421(258010): 2(0.161474), 
1422(94591): 2(0.303475), 
1423(481919): 4(0.036100), 
1424(109106): 4(0.204131), 
1425(182358): 4(0.211327), 
1426(533539): 4(0.079385), 
1427(470105): 4(0.351183), 
1428(275248): 
1429(364830): 
1430(528588): 1(0.030148), 
1431(428514): 1(0.066623), 
1432(391059): 1(0.090919), 
1433(214844): 1(0.023785), 
1434(333933): 1(0.189223), 
1435(299240): 
1436(129618): 6(0.019931), 
1437(39069): 6(0.027214), 
1438(153775): 6(0.027304), 
1439(91928): 6(0.167854), 
1440(216041): 6(0.062317), 
1441(152940): 6(0.019196), 
1442(534234): 6(0.047463), 
1443(234568): 3(0.020517), 
1444(332424): 3(0.319970), 
1445(544002): 3(0.075733), 
1446(531702): 3(0.103239), 
1447(356133): 6(0.015080), 7(0.032636), 
1448(316436): 7(0.220033), 
1449(373504): 6(0.024598), 
1450(482293): 7(0.069373), 
1451(153772): 2(0.020951), 
1452(431731): 2(0.035540), 
1453(145724): 2(0.013420), 3(0.041091), 
1454(287306): 3(0.046260), 
1455(290312): 
1456(219369): 3(0.020116), 
1457(171203): 
1458(2285): 3(0.070813), 6(0.023678), 
1459(227936): 3(0.017830), 4(0.058420), 
1460(328797): 3(0.041103), 
1461(60241): 3(0.089208), 
1462(147732): 7(0.041829), 
1463(176231): 7(0.048730), 
1464(440296): 7(0.069961), 
1465(400527): 7(0.048847), 
1466(536987): 7(0.076405), 
1467(406101): 7(0.140414), 
1468(511293): 7(0.027304), 
1469(361732): 7(0.031698), 
1470(281275): 2(0.013552), 
1471(95325): 3(0.013501), 
1472(540880): 
1473(414566): 7(0.019748), 
1474(201442): 
1475(455972): 1(0.029878), 
1476(165515): 1(0.030017), 
1477(524858): 1(0.023879), 
1478(381865): 1(0.036004), 
1479(147739): 0(0.033607), 
1480(333635): 0(0.053625), 
1481(314521): 0(0.053619), 
1482(306602): 0(0.176639), 
1483(350949): 0(0.115193), 
1484(123573): 0(0.114498), 
1485(272142): 3(0.054649), 
1486(119803): 3(0.034218), 
1487(443453): 3(0.116732), 
1488(123620): 3(0.013378), 
1489(70914): 3(0.027437), 
1490(323944): 3(0.102377), 
1491(389477): 3(0.075416), 
1492(399788): 3(0.026220), 
1493(72397): 4(0.020246), 
1494(72382): 4(0.020260), 
1495(154241): 4(0.034313), 
1496(338947): 4(0.020249), 
1497(170688): 0(0.026076), 1(0.017754), 
1498(372051): 1(0.034888), 
1499(348064): 0(0.026211), 
1500(138748): 0(0.026220), 
1501(419953): 0(0.017253), 1(0.025948), 
1502(519388): 0(0.026129), 1(0.017919), 
1503(476997): 0(0.076971), 1(0.026999), 
1504(244759): 1(0.047266), 
1505(137793): 2(0.029197), 
1506(331016): 2(0.029160), 
1507(167162): 2(0.029186), 
1508(87743): 2(0.029194), 
1509(91782): 2(0.029200), 
1510(90146): 2(0.021642), 
1511(186437): 2(0.153150), 
1512(491280): 2(0.021760), 
1513(433435): 2(0.029112), 
1514(195318): 2(0.029196), 
1515(170685): 
1516(209174): 4(0.034526), 
1517(332415): 7(0.035004), 
1518(251806): 7(0.133619), 
1519(158889): 7(0.076590), 
1520(348848): 7(0.062948), 
1521(359192): 4(0.055176), 7(0.098324), 
1522(37945): 7(0.097928), 
1523(96332): 1(0.040805), 
1524(292821): 1(0.029488), 
1525(480622): 4(0.026966), 
1526(218151): 1(0.015804), 3(0.042740), 
1527(292004): 1(0.016959), 3(0.020881), 
1528(383660): 1(0.030524), 
1529(125177): 1(0.023471), 
1530(202420): 1(0.029172), 
1531(144420): 3(0.031600), 
1532(384584): 0(0.014905), 3(0.017923), 
1533(409511): 7(0.026710), 
1534(93663): 3(0.019937), 
1535(430408): 3(0.102437), 
1536(537312): 3(0.055082), 7(0.043422), 
1537(287341): 6(0.019829), 
1538(374556): 0(0.033234), 
1539(125390): 0(0.066439), 
1540(425003): 0(0.070253), 2(0.018573), 
1541(134981): 0(0.135793), 
1542(229882): 0(0.026436), 
1543(464853): 0(0.026039), 
1544(339449): 1(0.066723), 
1545(327342): 1(0.036266), 
1546(298826): 1(0.024199), 
1547(15229): 1(0.115708), 
1548(43713): 1(0.030070), 
1549(255501): 1(0.036353), 
1550(522892): 1(0.029883), 
1551(63354): 1(0.036249), 
1552(16301): 1(0.024197), 
1553(544965): 1(0.036137), 
1554(111865): 1(0.109565), 
1555(368929): 
1556(288348): 
1557(186429): 4(0.014274), 
1558(234248): 4(0.120861), 
1559(226041): 4(0.238491), 
1560(332418): 2(0.019456), 
1561(42580): 2(0.050749), 
1562(497729): 4(0.394890), 
1563(471057): 2(0.050602), 
1564(392357): 2(0.059350), 4(0.047707), 
1565(35218): 7(0.041988), 
1566(345410): 7(0.077213), 
1567(458200): 7(0.020795), 
1568(241675): 7(0.148554), 
1569(227541): 7(0.020842), 
1570(101705): 4(0.035348), 
1571(224384): 4(0.042712), 
1572(185949): 3(0.074261), 
1573(437490): 4(0.055817), 
1574(305538): 4(0.027956), 
1575(360651): 4(0.042663), 
1576(328822): 4(0.042142), 
1577(132663): 
1578(187398): 3(0.019783), 
1579(130244): 4(0.120914), 
1580(454773): 3(0.047497), 
1581(230716): 7(0.014012), 
1582(300147): 4(0.042007), 
1583(109276): 6(0.027201), 
1584(139938): 6(0.025922), 
1585(246255): 7(0.068405), 
1586(500588): 6(0.152965), 
1587(33922): 6(0.153466), 
1588(48431): 6(0.139442), 
1589(511322): 1(0.047489), 
1590(123266): 1(0.017246), 
1591(123262): 1(0.041711), 
1592(178814): 1(0.041829), 
1593(502340): 1(0.121148), 
1594(148694): 
1595(267693): 1(0.214342), 
1596(518360): 1(0.023865), 
1597(195110): 1(0.017246), 
1598(206810): 4(0.021327), 
1599(421873): 4(0.042337), 
1600(496242): 4(0.130032), 
1601(527586): 2(0.028502), 
1602(318363): 2(0.042674), 
1603(484734): 2(0.191501), 
1604(382323): 2(0.020994), 
1605(510107): 2(0.027913), 
1606(114781): 2(0.013684), 
1607(225838): 0(0.292389), 
1608(470783): 1(0.054394), 
1609(57331): 2(0.027011), 
1610(455771): 2(0.042937), 
1611(472801): 6(0.048440), 
1612(86497): 6(0.075306), 
1613(403240): 6(0.040538), 
1614(490178): 6(0.027269), 
1615(156607): 6(0.055275), 
1616(334226): 6(0.068685), 
1617(503810): 6(0.027528), 
1618(484648): 6(0.069381), 
1619(392353): 3(0.019816), 
1620(8755): 3(0.096011), 
1621(407885): 3(0.026538), 
1622(16869): 3(0.026419), 
1623(128851): 
1624(375707): 0(0.017831), 
1625(318025): 7(0.018990), 
1626(128852): 1(0.121624), 
1627(95458): 1(0.017982), 
1628(450657): 1(0.018196), 
1629(145637): 1(0.018165), 
1630(109016): 1(0.024264), 
1631(218849): 1(0.018216), 
1632(473639): 1(0.128053), 
1633(14899): 1(0.018197), 
1634(431885): 1(0.024265), 
1635(283104): 1(0.018217), 
1636(420807): 1(0.158783), 
1637(219162): 1(0.018196), 
1638(314881): 1(0.018196), 
1639(78928): 1(0.018216), 
1640(457255): 1(0.018215), 
1641(245986): 
1642(209385): 1(0.035591), 
1643(189295): 1(0.024284), 
1644(232364): 1(0.047735), 
1645(330665): 1(0.024283), 
1646(104867): 4(0.016446), 
1647(396962): 4(0.014131), 
1648(385780): 4(0.050128), 
1649(398247): 2(0.036297), 
1650(219189): 4(0.035355), 
1651(417232): 2(0.036294), 
1652(260367): 2(0.057691), 
1653(58122): 2(0.028972), 
1654(88070): 4(0.014123), 
1655(347093): 4(0.014129), 
1656(356098): 4(0.014126), 
1657(323217): 0(0.033344), 
1658(42169): 0(0.032998), 
1659(541369): 0(0.032990), 
1660(126702): 0(0.080622), 
1661(197247): 0(0.100777), 
1662(529838): 0(0.074039), 
1663(441711): 
1664(130602): 6(0.018378), 
1665(257119): 3(0.019348), 7(0.055635), 
1666(266966): 3(0.034288), 
1667(336353): 3(0.088516), 
1668(411838): 
1669(359520): 3(0.179314), 
1670(266106): 3(0.020477), 
1671(499698): 3(0.034285), 
1672(153378): 7(0.041706), 
1673(183305): 7(0.034677), 
1674(10784): 7(0.027879), 
1675(170506): 3(0.034287), 
1676(26549): 7(0.034149), 
1677(93525): 3(0.027401), 
1678(456401): 2(0.043015), 
1679(402811): 2(0.078720), 3(0.028037), 
1680(420006): 2(0.105908), 3(0.043649), 
1681(22399): 2(0.028889), 
1682(402531): 2(0.013799), 
1683(73877): 2(0.017498), 3(0.016123), 
1684(166987): 2(0.036205), 
1685(277242): 3(0.013515), 
1686(119839): 3(0.261269), 
1687(245723): 3(0.060469), 
1688(448838): 4(0.035216), 
1689(225465): 4(0.035072), 
1690(361975): 4(0.026995), 
1691(36560): 4(0.042411), 
1692(26390): 4(0.050029), 
1693(385955): 2(0.023219), 3(0.017420), 4(0.028774), 
1694(537184): 3(0.096502), 
1695(481966): 3(0.053781), 
1696(505985): 3(0.096514), 
1697(348269): 3(0.096531), 
1698(35468): 3(0.103227), 
